Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,State,Poverty Rate
01084,183.0,53.6,90625.0,43879.0,0.0,3.0,0.0
01085,41652.0,39.1,62423.0,29630.0,3252.0,878.0,7.807548256986459
01086,683.0,19.0,-666666666.0,2892.0,0.0,0.0,0.0
01088,399.0,53.3,51406.0,32106.0,32.0,0.0,8.020050125313283
01089,28671.0,39.2,51735.0,29344.0,3453.0,934.0,12.043528303861045
01092,1133.0,47.0,75799.0,33033.0,172.0,54.0,15.180935569285085
01093,348.0,52.6,103750.0,54538.0,21.0,13.0,6.0344827586206895
01094,327.0,54.6,21250.0,32228.0,29.0,0.0,8.868501529051988
01095,14659.0,47.2,104128.0,45406.0,573.0,413.0,3.9088614503035677
01096,2607.0,44.3,77083.0,36844.0,214.0,47.0,8.20866896816264
01097,54.0,17.1,-666666666.0,9161.0,40.0,4.0,74.07407407407408
01098,1186.0,50.4,76563.0,43006.0,87.0,29.0,7.335581787521079
01103,2409.0,33.6,16720.0,21340.0,1337.0,80.0,55.50020755500208
01104,23635.0,36.0,30053.0,19687.0,6815.0,1013.0,28.834355828220858
01105,11601.0,32.3,17569.0,15259.0,6021.0,407.0,51.90069821567106
01106,16048.0,46.2,111231.0,55504.0,576.0,406.0,3.5892323030907276
01107,11304.0,28.8,26772.0,15178.0,4784.0,440.0,42.32130219391366
01108,28925.0,31.7,38499.0,18875.0,8877.0,992.0,30.68971477960242
01109,30125.0,27.9,35191.0,15703.0,8071.0,1368.0,26.79170124481328
01118,14774.0,36.8,61112.0,29498.0,2145.0,799.0,14.518749153919048
01119,13236.0,34.7,47439.0,22681.0,2107.0,443.0,15.918706557872468
01128,2798.0,48.3,65977.0,35083.0,55.0,25.0,1.9656897784131522
01129,6750.0,42.9,63895.0,30597.0,699.0,147.0,10.355555555555556
01151,8884.0,32.7,40360.0,18717.0,1936.0,344.0,21.79198559207564
01199,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,
01201,44775.0,44.0,47614.0,30286.0,6415.0,2259.0,14.32719151312116
01220,8211.0,45.8,49777.0,28827.0,910.0,398.0,11.082693947144074
01222,818.0,49.2,74583.0,39128.0,36.0,89.0,4.400977995110025
01223,2351.0,51.8,77857.0,39393.0,141.0,88.0,5.997447894512973
01224,209.0,49.8,38446.0,22355.0,21.0,36.0,10.047846889952153
01225,3169.0,48.2,61512.0,33984.0,126.0,63.0,3.9760176711896498
01226,6839.0,48.9,61063.0,34994.0,678.0,264.0,9.91373007749671
01229,86.0,67.4,29000.0,18577.0,5.0,8.0,5.813953488372093
01230,8359.0,49.9,65214.0,37450.0,406.0,297.0,4.857040315827252
01235,2671.0,49.6,63000.0,35609.0,208.0,127.0,7.787345563459379
01236,1197.0,42.2,57014.0,32948.0,24.0,18.0,2.0050125313283207
01237,2662.0,46.9,84615.0,33634.0,151.0,91.0,5.672426746806912
01238,5917.0,46.5,67708.0,33536.0,452.0,187.0,7.639006253168835
01240,4493.0,57.2,68948.0,53659.0,163.0,90.0,3.6278655686623638
01242,475.0,33.8,81172.0,29336.0,4.0,0.0,0.8421052631578947
01243,333.0,57.3,71979.0,51112.0,25.0,7.0,7.5075075075075075
01244,108.0,60.8,55556.0,41983.0,10.0,0.0,9.25925925925926
01245,803.0,55.8,69821.0,49853.0,73.0,47.0,9.090909090909092
01247,15703.0,43.6,40928.0,24982.0,2434.0,508.0,15.500222887346366
01253,742.0,59.8,74554.0,45803.0,39.0,3.0,5.256064690026954
01254,977.0,58.3,92083.0,67240.0,71.0,32.0,7.267144319344934
01255,859.0,50.2,68636.0,36882.0,33.0,46.0,3.8416763678696157
01256,764.0,47.3,55375.0,29340.0,63.0,8.0,8.24607329842932
01257,2138.0,53.1,59500.0,46014.0,223.0,36.0,10.430308699719363
01258,357.0,61.7,57917.0,46676.0,28.0,19.0,7.8431372549019605
01259,506.0,60.6,62727.0,58770.0,26.0,29.0,5.138339920948616
01260,447.0,32.9,112756.0,28091.0,24.0,30.0,5.369127516778524
01262,1110.0,56.9,36042.0,38369.0,141.0,91.0,12.702702702702704
01264,205.0,58.4,80000.0,49908.0,53.0,2.0,25.853658536585368
01266,1360.0,55.5,74107.0,45261.0,79.0,49.0,5.8088235294117645
01267,7853.0,31.9,78068.0,33267.0,589.0,176.0,7.500318349675283
01270,813.0,50.1,80000.0,45778.0,50.0,17.0,6.150061500615006
01301,17715.0,44.1,48477.0,30169.0,2220.0,576.0,12.531752751905165
01330,1468.0,49.3,74167.0,41585.0,109.0,44.0,7.425068119891008
01331,13281.0,44.7,53733.0,27402.0,1789.0,541.0,13.470371206987426
01337,2626.0,50.0,66085.0,34785.0,238.0,38.0,9.063214013709063
01338,170.0,59.6,57750.0,24208.0,21.0,0.0,12.352941176470589
01339,1472.0,50.5,55313.0,29754.0,168.0,25.0,11.41304347826087
01340,1642.0,53.7,53125.0,29428.0,227.0,38.0,13.824604141291108
01341,1743.0,50.9,101023.0,51004.0,40.0,5.0,2.2948938611589216
01342,1759.0,43.9,106146.0,41962.0,157.0,0.0,8.925525866969869
01343,46.0,59.5,85781.0,38683.0,0.0,3.0,0.0
01344,1518.0,41.9,70109.0,28889.0,159.0,43.0,10.474308300395258
01346,464.0,49.1,60208.0,34662.0,32.0,4.0,6.896551724137931
01347,126.0,46.0,52647.0,27629.0,17.0,8.0,13.492063492063492
01349,1231.0,37.7,61630.0,26995.0,84.0,33.0,6.823720552396425
01350,86.0,54.7,31458.0,27507.0,7.0,1.0,8.13953488372093
01351,2209.0,46.9,82548.0,40829.0,194.0,28.0,8.782254413761883
01354,1604.0,47.6,69226.0,38346.0,92.0,28.0,5.7356608478802995
01355,917.0,50.8,70313.0,36789.0,56.0,7.0,6.106870229007634
01360,3012.0,46.0,69028.0,33657.0,118.0,17.0,3.9176626826029217
01364,7819.0,45.4,43413.0,23103.0,794.0,267.0,10.154751246962528
01366,1218.0,51.0,65529.0,35783.0,64.0,40.0,5.254515599343185
01367,605.0,44.4,55469.0,28197.0,107.0,12.0,17.68595041322314
01368,1316.0,51.1,72813.0,32809.0,134.0,7.0,10.182370820668693
01370,4032.0,51.3,54036.0,37400.0,388.0,54.0,9.623015873015873
01373,4160.0,49.5,74022.0,38682.0,332.0,47.0,7.980769230769231
01375,3662.0,31.3,54886.0,36664.0,593.0,44.0,16.19333697433097
01376,5096.0,44.1,43750.0,25887.0,953.0,116.0,18.70094191522763
01378,744.0,55.7,57885.0,30777.0,43.0,35.0,5.779569892473118
01379,836.0,51.2,43500.0,28998.0,148.0,16.0,17.70334928229665
01420,40666.0,35.4,51412.0,24887.0,6961.0,943.0,17.1174937294054
01430,6210.0,41.1,85064.0,33886.0,290.0,190.0,4.669887278582931
01431,3195.0,45.9,95833.0,36900.0,248.0,68.0,7.762128325508607
01432,7703.0,39.1,79750.0,42774.0,940.0,283.0,12.203037777489289
01434,1712.0,43.4,50547.0,17126.0,165.0,99.0,9.63785046728972
01436,3460.0,43.3,60156.0,31607.0,164.0,111.0,4.7398843930635834
01438,563.0,60.1,74142.0,36265.0,17.0,51.0,3.019538188277087
01440,20496.0,40.6,48915.0,25866.0,3222.0,621.0,15.720140515222482
01450,11282.0,45.6,123918.0,53410.0,483.0,185.0,4.281155823435561
01451,4630.0,47.2,143625.0,60666.0,178.0,44.0,3.8444924406047516
01452,4581.0,45.7,93387.0,38657.0,109.0,73.0,2.379393145601397
01453,41446.0,40.2,57610.0,30775.0,5511.0,1009.0,13.296819958500217
01460,9754.0,44.4,119177.0,49934.0,370.0,284.0,3.793315562846012
01462,11150.0,44.1,97775.0,41737.0,912.0,253.0,8.179372197309418
01463,12049.0,42.9,90029.0,40919.0,674.0,62.0,5.593825213710681
01464,7572.0,42.3,67541.0,31903.0,625.0,16.0,8.254094030639196
01467,511.0,51.4,98036.0,42565.0,77.0,0.0,15.068493150684931
01468,4124.0,47.2,64872.0,38444.0,174.0,58.0,4.219204655674103
01469,7454.0,39.2,84489.0,39302.0,288.0,168.0,3.8636973437080764
01473,7566.0,44.7,100071.0,43218.0,117.0,161.0,1.5463917525773196
01474,1964.0,44.5,84851.0,47724.0,89.0,89.0,4.531568228105907
01475,10738.0,41.3,64539.0,29400.0,1166.0,327.0,10.858632892531197
01501,16412.0,46.8,74576.0,38476.0,742.0,627.0,4.521082135023153
01503,3098.0,47.6,97417.0,48547.0,89.0,25.0,2.8728211749515817
01504,9201.0,41.6,80260.0,35249.0,365.0,174.0,3.9669601130311922
01505,4524.0,42.7,97074.0,46148.0,184.0,69.0,4.067197170645446
01506,3406.0,44.9,64219.0,37864.0,311.0,27.0,9.130945390487375
01507,13379.0,43.1,93921.0,39167.0,618.0,155.0,4.619179310860304
01510,13855.0,38.9,68362.0,33410.0,826.0,531.0,5.961746661854926
01515,2123.0,42.2,80234.0,36927.0,100.0,50.0,4.710315591144607
01516,8745.0,41.7,94531.0,37825.0,361.0,201.0,4.128073184676958
01518,3490.0,42.6,58438.0,39866.0,123.0,17.0,3.524355300859599
01519,6657.0,43.5,106250.0,49307.0,266.0,4.0,3.995793901156677
01520,15061.0,41.8,99674.0,43270.0,534.0,447.0,3.545581302702344
01521,2510.0,43.7,78348.0,34752.0,103.0,99.0,4.103585657370518
01522,3497.0,41.2,104508.0,44718.0,327.0,82.0,9.350872176150986
01523,7735.0,38.4,104630.0,35322.0,333.0,39.0,4.305106658047834
01524,6702.0,45.4,64135.0,34311.0,440.0,215.0,6.565204416592062
01525,227.0,36.5,-666666666.0,25773.0,0.0,0.0,0.0
01527,13521.0,43.2,74713.0,37951.0,797.0,452.0,5.894534427926929
01529,3237.0,41.8,90500.0,37644.0,142.0,67.0,4.386777880753784
01531,1247.0,46.8,84432.0,37371.0,102.0,4.0,8.179631114675221
01532,14918.0,43.7,111875.0,52500.0,546.0,145.0,3.660008043973723
01534,6262.0,44.3,89348.0,40700.0,527.0,53.0,8.415841584158416
01535,4760.0,44.4,73133.0,31764.0,298.0,76.0,6.260504201680672
01536,7709.0,39.5,105283.0,44374.0,730.0,107.0,9.469451290699183
01537,2337.0,33.1,74883.0,28911.0,386.0,0.0,16.516902011125374
01540,11386.0,39.7,68865.0,31306.0,1121.0,343.0,9.845424205164237
01541,3438.0,48.4,128006.0,59891.0,224.0,32.0,6.515415939499709
01542,2299.0,48.2,100000.0,39122.0,35.0,0.0,1.5224010439321445
01543,8463.0,40.2,100962.0,37904.0,190.0,43.0,2.2450667611957935
01545,36269.0,41.7,101229.0,45803.0,1401.0,530.0,3.862802944663487
01550,16858.0,40.1,50202.0,25977.0,3085.0,471.0,18.299916953375252
01560,4477.0,38.1,85390.0,45027.0,336.0,37.0,7.505025686843869
01561,243.0,59.6,-666666666.0,32123.0,18.0,0.0,7.407407407407407
01562,11856.0,45.1,65386.0,31155.0,1433.0,227.0,12.086707152496626
01564,8000.0,44.7,102500.0,43640.0,477.0,185.0,5.9625
01566,6006.0,42.0,95800.0,44937.0,259.0,94.0,4.312354312354312
01568,7706.0,42.0,119115.0,48540.0,373.0,136.0,4.840384116273034
01569,13864.0,40.3,94809.0,35943.0,1136.0,261.0,8.193883439122908
01570,16926.0,41.0,52107.0,28964.0,1987.0,546.0,11.73933593288432
01571,11637.0,37.9,64281.0,30057.0,820.0,193.0,7.046489645097534
01581,18836.0,38.0,107604.0,47993.0,942.0,88.0,5.001061796559779
01583,7639.0,39.4,73463.0,28418.0,430.0,123.0,5.6290090325958895
01585,4661.0,46.7,66317.0,35345.0,359.0,30.0,7.70220982621755
01588,9864.0,38.1,66607.0,32926.0,825.0,197.0,8.363746958637469
01590,9297.0,44.8,101315.0,43451.0,194.0,118.0,2.0866946326772076
01602,24166.0,40.5,64808.0,34720.0,2931.0,1113.0,12.128610444426053
01603,19981.0,37.0,42259.0,24635.0,4516.0,525.0,22.601471397827936
01604,36772.0,34.0,50487.0,26882.0,7219.0,1239.0,19.631785053845316
01605,28742.0,31.7,37703.0,21513.0,7591.0,688.0,26.410827360656878
01606,19375.0,41.9,65135.0,34908.0,1661.0,850.0,8.572903225806451
01607,8698.0,36.2,43500.0,24723.0,1439.0,281.0,16.544033111060013
01608,3371.0,27.6,20578.0,14469.0,1660.0,73.0,49.24354790863245
01609,20714.0,30.5,42903.0,29357.0,4185.0,495.0,20.203726947957904
01610,23438.0,27.8,31003.0,16262.0,6373.0,407.0,27.190886594419318
01611,2451.0,40.6,81830.0,35915.0,133.0,5.0,5.426356589147287
01612,4845.0,41.2,95595.0,40615.0,203.0,124.0,4.189886480908153
01701,32098.0,45.5,105940.0,49590.0,1630.0,536.0,5.078198018568135
01702,39226.0,34.4,52746.0,29266.0,6266.0,985.0,15.974098812012441
01718,716.0,41.1,160750.0,54472.0,55.0,0.0,7.681564245810056
01719,5546.0,43.5,101077.0,55857.0,295.0,27.0,5.319148936170213
01720,22680.0,43.7,133075.0,59129.0,838.0,258.0,3.694885361552028
01721,17478.0,41.7,120309.0,52647.0,555.0,184.0,3.175420528664607
01730,14031.0,43.4,125208.0,57969.0,348.0,92.0,2.4802223647637374
01731,2012.0,23.0,93276.0,27220.0,20.0,12.0,0.9940357852882704
01740,5167.0,42.7,151618.0,54618.0,72.0,21.0,1.393458486549255
01741,5160.0,50.0,170703.0,87286.0,83.0,35.0,1.6085271317829457
01742,19383.0,46.6,137547.0,68083.0,1088.0,245.0,5.613166176546458
01745,501.0,35.0,123992.0,41878.0,0.0,10.0,0.0
01746,14480.0,42.2,118933.0,53435.0,209.0,147.0,1.4433701657458564
01747,5955.0,44.4,101761.0,40122.0,250.0,192.0,4.198152812762385
